time,Volume,Vol Snow,Vol Blue Ice,Vol White Ice,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evaporation,Rain,Local Runoff,Snowfall,Lake Level,Surface Area,Blue Ice Thickness,Snow Thickness,Snow Density,White Ice Thickness,Albedo,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,Benthic Light,Surface Wave Height,Surface Wave Length,Surface Wave Period,LakeNumber,Max dT/dz,CD,CHE,z/L
2009-01-01 24:00:00,486665515.708800,    0.000000,    0.000000,    0.000000,366962.227200,526446.518400,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   24.995870,39833661.951486,    0.000000,    0.000000,    0.000000,    0.000000,    0.100000,    4.655653,    4.594607,    4.594607,    0.000000,    0.000000,    0.000000, -166.813988,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.132249,    0.001300,    0.000500,    0.000000
2009-01-02 24:00:00,486556314.090033,    0.000000,    0.000000,    0.000000,474706.526400,527053.780800,    0.000000,-58648.617765,    0.000000,    0.000000,    0.000000,   24.993041,39822475.010555,    0.000000,    0.000000,    0.000000,    0.000000,    0.099997,    4.380812,    4.304390,    4.304390,   86.514124,  -42.450291,  -26.228381, -177.704280,    0.000000,    0.000000,    0.027674,    0.724358,    0.681133,    0.000000,    0.132241,    0.001300,    0.000500,    0.000000
2009-01-03 24:00:00,486448068.847840,    0.000000,    0.000000,    0.000000,477582.350400,529638.652800,    0.000000,-59283.814616, 1337.862451,    0.000000,    0.000000,   24.990238,39811386.043704,    0.000000,    0.000000,    0.000000,    0.000000,    0.099988,    4.175265,    4.100078,    4.100078,   43.641220,  -42.932423,  -22.382227,  -96.825188,    0.000000,    0.000000,    0.218899,    5.221004,    1.828658,    3.139504,    0.132237,    0.001300,    0.000500,    0.000000
2009-01-04 24:00:00,486362223.287935,    0.000000,    0.000000,    0.000000,438989.673600,532029.297600,    0.000000,-61350.276319,68761.785105,    0.000000,    0.000000,   24.988015,39802591.767404,    0.000000,    0.000000,    0.000000,    0.000000,    0.099973,    4.065319,    3.447334,    3.447334,   83.245665,  -44.447670,  -25.651009, -132.797480,    0.000000,    0.000000,    0.094377,    2.346024,    1.225806,   33.326016,    0.508613,    0.001300,    0.000500,    0.000000
2009-01-05 24:00:00,486276935.726309,    0.000000,    0.000000,    0.000000,504057.816000,531451.281600,    0.000000,-59674.481440,    0.000000,    0.000000,    0.000000,   24.985806,39793854.654118,    0.000000,    0.000000,    0.000000,    0.000000,    0.099953,    3.797163,    3.539275,    3.539275,   91.855457,  -43.287621,  -31.042746, -190.610795,    0.000000,    0.000000,    0.122064,    3.004652,    1.387243,   60.564006,    0.209398,    0.001300,    0.000500,    0.000000
2009-01-06 24:00:00,486148464.587432,    0.000000,    0.000000,    0.000000,435228.768000,529132.780800,    0.000000,-35623.361208,    0.000000,    0.000000,    0.000000,   24.982479,39780693.685826,    0.000000,    0.000000,    0.000000,    0.000000,    0.099926,    3.797163,    1.950692,    1.950692,   72.322263,  -25.860855,  -17.197356, -128.716919,    0.000000,    0.000000,    0.017924,    0.483060,    0.556232,  196.444104,    0.248199,    0.001300,    0.000500,    0.000000
2009-01-07 24:00:00,486060783.886873,    0.000000,    0.000000,    0.000000,448862.083200,528700.046400,    0.000000,-44439.453027,36358.748796,    0.000000,    0.000000,   24.980208,39771711.412220,    0.000000,    0.000000,    0.000000,    0.000000,    0.099893,    3.287094,    3.225981,    3.225981,   31.946706,  -32.261444,  -19.960035, -101.202701,    0.000000,    0.000000,    0.226665,    5.393417,    1.858606,    2.963604,    0.132212,    0.001300,    0.000500,    0.000000
2009-01-08 24:00:00,485980107.362869,    0.000000,    0.000000,    0.000000,520719.969600,533072.620800,    0.000000,-70369.466141,    0.000000,    0.000000,    0.000000,   24.978119,39763446.667441,    0.000000,    0.000000,    0.000000,    0.000000,    0.099855,    3.117581,    2.151732,    2.151732,   56.206902,  -51.076428,  -32.906431, -127.332977,    0.000000,    0.000000,    0.061295,    1.545880,    0.995046,   38.199089,    0.417532,    0.001300,    0.000500,    0.000000
2009-01-09 24:00:00,486214767.850832,    0.000000,    0.000000,    0.000000,469106.899200,556700.212800,    0.000000,-34230.876415,366200.702576,    0.000000,    0.000000,   24.984196,39787485.990735,    0.000000,    0.000000,    0.000000,    0.000000,    0.099811,    3.117584,    2.636788,    2.636788,   47.609952,  -24.854519,  -15.470941,  -99.495666,    0.000000,    0.000000,    0.120822,    2.975352,    1.380462,   73.456883,    0.447803,    0.001300,    0.000500,    0.000000
2009-01-10 24:00:00,486238104.690144,    0.000000,    0.000000,    0.000000,478559.750400,569607.681600,    0.000000,-50710.461523,168588.564914,    0.000000,    0.000000,   24.984800,39789876.686458,    0.000000,    0.000000,    0.000000,    0.000000,    0.099760,    3.117577,    1.742879,    1.742879,   71.486129,  -36.799443,  -23.318237, -121.560451,    0.000000,    0.000000,    0.086922,    2.166789,    1.178050,   49.634219,    0.133040,    0.001300,    0.000500,    0.000000
2009-01-11 24:00:00,486178607.839729,    0.000000,    0.000000,    0.000000,525397.492800,558677.952000,    0.000000,-30500.514606, 3485.462810,    0.000000,    0.000000,   24.983259,39783781.650883,    0.000000,    0.000000,    0.000000,    0.000000,    0.099704,    3.117540,   -0.010230,   -0.010230,   38.156103,  -22.178627,  -16.743129, -118.836732,    0.000000,    0.000000,    0.105646,    2.615454,    1.294282,   20.669140,    0.665197,    0.001300,    0.000500,    0.000000
2009-01-12 24:00:00,486252852.829315,    0.000000,    0.000000,    0.000000,508585.996800,557262.676800,    0.000000,-23986.322238,150649.491411,    0.000000,    0.000000,   24.985182,39791387.530012,    0.000000,    0.000000,    0.000000,    0.000000,    0.099643,    3.117540,   -0.010069,   -0.010069,   79.794654,  -17.446410,  -14.082829, -124.109454,    0.000000,    0.000000,    0.098453,    2.443692,    1.251061,   22.166455,    0.133040,    0.001300,    0.000500,    0.000000
2009-01-13 24:00:00,486115456.495211,    0.000000,    0.000000,    0.000000,496003.348800,558303.710400,    0.000000,-77381.959786,    0.000000,    0.000000,    0.000000,   24.981624,39777312.237986,    0.000000,    0.000000,    0.000000,    0.000000,    0.099575,    3.064179,    1.702914,    1.702914,   83.719175,  -56.191248,  -44.297319, -157.505444,    0.000000,    0.000000,    0.026262,    0.689590,    0.664585,  183.861244,    0.329533,    0.001300,    0.000500,    0.000000
2009-01-14 24:00:00,486095550.487242,    0.000000,    0.000000,    0.000000,498448.252800,555551.395200,    0.000000,-61380.187432,99698.365113,    0.000000,    0.000000,   24.981108,39775273.006903,    0.000000,    0.000000,    0.000000,    0.000000,    0.099501,    2.986328,    1.873543,    1.873543,   62.306311,  -44.598881,  -39.456112, -155.157153,    0.000000,    0.000000,    0.178973,    4.322306,    1.663846,   76.909568,    0.483492,    0.001300,    0.000500,    0.000000
2009-01-15 24:00:00,485841766.337585,    0.000000,    0.000000,    0.000000,378240.926400,549956.563200,    0.000000,-84531.733969,    0.000000,    0.000000,    0.000000,   24.974536,39749274.598421,    0.000000,    0.000000,    0.000000,    0.000000,    0.099422,    2.930972,    1.316945,    1.316945,  101.853553,  -61.469589,  -69.725316, -218.688313,    0.000000,    0.000000,    0.128802,    3.163116,    1.423354,  106.384999,    0.481776,    0.001300,    0.000500,    0.000000
2009-01-16 24:00:00,485610979.773697,    0.000000,    0.000000,    0.000000,369447.912000,542197.972800,    0.000000,-61275.354352, 1534.233833,    0.000000,    0.000000,   24.968559,39725632.131512,    0.000000,    0.000000,    0.000000,    0.000000,    0.099337,    2.912050,    0.834625,    0.834625,   96.314043,  -44.623763,  -51.056672, -191.008269,    0.000000,    0.000000,    0.159676,    3.880611,    1.576542,   66.168024,    0.600546,    0.001300,    0.000500,    0.000000
2009-01-17 24:00:00,485458504.959408,    0.000000,    0.000000,    0.000000,427672.224000,535524.264000,    0.000000,-71595.679365,25688.649227,    0.000000,    0.000000,   24.964610,39710012.154810,    0.000000,    0.000000,    0.000000,    0.000000,    0.099246,    2.750083,    1.027961,    1.027961,   63.420768,  -52.139908,  -36.658673,  -97.242199,    0.000000,    0.000000,    0.204535,    4.899594,    1.771477,   52.119715,    0.746118,    0.001300,    0.000500,    0.000000
2009-01-18 24:00:00,485327641.340019,    0.000000,    0.000000,    0.000000,419220.792000,529311.240000,    0.000000,-38659.901890,17296.336491,    0.000000,    0.000000,   24.961221,39696606.093648,    0.000000,    0.000000,    0.000000,    0.000000,    0.099150,    2.715294,    0.150816,    0.150816,   56.394971,  -28.172699,  -20.921280, -112.583843,    0.000000,    0.000000,    0.110592,    2.733039,    1.323056,   37.221296,    0.697843,    0.001300,    0.000500,    0.000000
2009-01-19 24:00:00,485214099.253226,    0.000000,    0.000000,    0.000000,412304.040000,523389.902400,    0.000000,-33694.144391,31168.377181,    0.000000,    0.000000,   24.958280,39684974.502170,    0.000000,    0.000000,    0.000000,    0.000000,    0.099048,    2.685872,    0.100796,    0.100796,   67.066471,  -24.568879,  -17.237956, -114.758514,    0.000000,    0.000000,    0.109641,    2.710420,    1.317570,   42.899879,    0.572522,    0.001300,    0.000500,    0.000000
2009-01-20 24:00:00,485072304.097456,    0.000000,    0.000000,    0.000000,407146.046400,516538.771200,    0.000000,-33301.232685,    0.000000,    0.000000,    0.000000,   24.954608,39670448.581676,    0.000000,    0.000000,    0.000000,    0.000000,    0.098940,    2.663203,   -0.007520,   -0.007520,   95.874101,  -24.293092,  -17.995932, -137.213355,    0.000000,    0.000000,    0.071993,    1.805783,    1.075445,   71.785814,    0.572515,    0.001300,    0.000500,    0.000000
2009-01-21 24:00:00,484983860.268666,    0.000000,    0.000000,    0.000000,452850.436800,508231.627200,    0.000000,-33967.288696,    0.000000,    0.000000,    0.000000,   24.952317,39661388.130928,    0.000000,    0.000000,    0.000000,    0.000000,    0.098826,    2.640920,   -0.007954,   -0.007954,  101.037288,  -24.785232,  -19.246535, -144.674753,    0.000000,    0.000000,    0.082915,    2.070058,    1.151454,   55.744961,    0.572483,    0.001300,    0.000500,    0.000000
2009-01-22 24:00:00,484905419.006509,    0.000000,    0.000000,    0.000000,445541.040000,499977.489600,    0.000000,-24656.271729,    0.000000,    0.000000,    0.000000,   24.950286,39653352.373068,    0.000000,    0.000000,    0.000000,    0.000000,    0.098707,    2.627190,   -0.008463,   -0.008463,  102.780360,  -17.994896,  -14.004613, -144.216581,    0.000000,    0.000000,    0.100151,    2.484169,    1.261380,   37.399701,    0.572455,    0.001300,    0.000500,    0.000000
2009-01-23 24:00:00,484790860.184277,    0.000000,    0.000000,    0.000000,438731.208000,491821.502400,    0.000000,-63120.993187,    0.000000,    0.000000,    0.000000,   24.947319,39641616.624166,    0.000000,    0.000000,    0.000000,    0.000000,    0.098583,    0.844164,    0.742807,    0.742807,  102.421080,  -46.059988,  -32.311981, -152.604866,    0.000000,    0.000000,    0.207382,    4.963162,    1.782931,   26.618110,    0.329140,    0.001300,    0.000500,    0.000000
2009-01-24 24:00:00,484677920.730808,    0.000000,    0.000000,    0.000000,431500.564800,484415.467200,    0.000000,-61620.051960,    0.000000,    0.000000,    0.000000,   24.944394,39630046.768252,    0.000000,    0.000000,    0.000000,    0.000000,    0.098453,    0.761461,   -0.008514,   -0.008514,  110.528346,  -44.986500,  -44.794946, -195.066171,    0.000000,    0.000000,    0.093228,    2.318302,    1.218542,   53.921673,    0.252460,    0.001300,    0.000500,    0.000000
2009-01-25 24:00:00,484584446.482903,    0.000000,    0.000000,    0.000000,424879.905600,477772.430400,    0.000000,-41649.256283,    0.000000,    0.000000,    0.000000,   24.941973,39620470.986301,    0.000000,    0.000000,    0.000000,    0.000000,    0.098317,    0.761461,   -0.008024,   -0.008024,   85.950464,  -30.424631,  -30.029658, -152.905091,    0.000000,    0.000000,    0.066750,    1.678452,    1.036836,   79.476615,    0.132162,    0.001300,    0.000500,    0.000000
2009-01-26 24:00:00,484501310.889524,    0.000000,    0.000000,    0.000000,419707.483200,471059.452800,    0.000000,-32612.189555,    0.000000,    0.000000,    0.000000,   24.939820,39611954.327089,    0.000000,    0.000000,    0.000000,    0.000000,    0.098176,    0.761461,   -0.007537,   -0.007537,   84.195636,  -23.827089,  -20.364952, -125.779629,    0.000000,    0.000000,    0.069557,    1.746641,    1.057687,   71.273628,    0.132162,    0.001300,    0.000500,    0.000000
2009-01-27 24:00:00,484435647.205570,    0.000000,    0.000000,    0.000000,414604.051200,464275.108800,    0.000000,-16945.038944,  538.702677,    0.000000,    0.000000,   24.938119,39605227.542614,    0.000000,    0.000000,    0.000000,    0.000000,    0.098030,    0.761461,   -0.006660,   -0.006660,   81.083507,  -12.382717,  -10.441822, -121.547960,    0.000000,    0.000000,    0.023666,    0.625500,    0.632949,  247.084084,    0.132162,    0.001300,    0.000500,    0.000000
2009-01-28 24:00:00,484356003.653996,    0.000000,    0.000000,    0.000000,409661.798400,457474.305600,    0.000000,-32648.290881,    0.000000,    0.000000,    0.000000,   24.936057,39597068.618625,    0.000000,    0.000000,    0.000000,    0.000000,    0.097878,    0.761461,    0.336404,    0.336404,   86.543462,  -23.856736,  -16.830858, -112.742797,    0.000000,    0.000000,    0.119293,    2.938976,    1.371998,   68.378103,    0.132162,    0.001300,    0.000500,    0.000000
2009-01-29 24:00:00,484270027.935380,    0.000000,    0.000000,    0.000000,405411.048000,450434.865600,    0.000000,-45098.478113, 3104.283342,    0.000000,    0.000000,   24.933830,39588261.008476,    0.000000,    0.000000,    0.000000,    0.000000,    0.097721,    0.761228,    0.457896,    0.457896,   87.052838,  -32.961906,  -20.168916, -112.821376,    0.000000,    0.000000,    0.199734,    4.791332,    1.751796,   74.881495,    0.746410,    0.001300,    0.000500,    0.000000
2009-01-30 24:00:00,484165914.442793,    0.000000,    0.000000,    0.000000,401269.636800,442553.673600,    0.000000,-64412.473556,    0.000000,    0.000000,    0.000000,   24.931134,39577595.310431,    0.000000,    0.000000,    0.000000,    0.000000,    0.097559,    0.758834,   -0.004864,   -0.004864,  103.709036,  -47.091813,  -24.415244, -149.986882,    0.000000,    0.000000,    0.074145,    1.857887,    1.090850,   92.255013,    0.416047,    0.001300,    0.000500,    0.000000
2009-01-31 24:00:00,484092139.578454,    0.000000,    0.000000,    0.000000,392013.864000,434342.520000,    0.000000,-32231.078761,    0.000000,    0.000000,    0.000000,   24.929223,39570037.592342,    0.000000,    0.000000,    0.000000,    0.000000,    0.097392,    0.357263,    0.276218,    0.276218,  108.056709,  -23.571554,  -13.188951, -119.791395,  144.837419,    0.000000,    0.155449,    3.782842,    1.556555,   75.326986,    0.124987,    0.001300,    0.000500,    0.000000
